TimeSeries ID,total direction=Write,total direction=Read
direction,Write,Read
Wed May 22 2024 15:42:00 GMT+0200 (Central European Summer Time),4.883333333333333,0.06666666666666667
Wed May 22 2024 15:43:00 GMT+0200 (Central European Summer Time),4.883333333333333,0
Wed May 22 2024 15:44:00 GMT+0200 (Central European Summer Time),6.15,0.016666666666666666
Wed May 22 2024 15:45:00 GMT+0200 (Central European Summer Time),4.3999999999999995,0.016666666666666666
Wed May 22 2024 15:46:00 GMT+0200 (Central European Summer Time),4.333333333333333,0
Wed May 22 2024 15:47:00 GMT+0200 (Central European Summer Time),5.283333333333333,0
Wed May 22 2024 15:48:00 GMT+0200 (Central European Summer Time),6.833333333333333,0
Wed May 22 2024 15:49:00 GMT+0200 (Central European Summer Time),5.75,0
Wed May 22 2024 15:50:00 GMT+0200 (Central European Summer Time),4.066666666666666,0
Wed May 22 2024 15:51:00 GMT+0200 (Central European Summer Time),5.2,0
Wed May 22 2024 15:52:00 GMT+0200 (Central European Summer Time),5.583333333333333,0
Wed May 22 2024 15:53:00 GMT+0200 (Central European Summer Time),4.533333333333333,0
Wed May 22 2024 15:54:00 GMT+0200 (Central European Summer Time),6.55,0
Wed May 22 2024 15:55:00 GMT+0200 (Central European Summer Time),4.866666666666666,0
Wed May 22 2024 15:56:00 GMT+0200 (Central European Summer Time),4.516666666666667,0.03333333333333333
Wed May 22 2024 15:57:00 GMT+0200 (Central European Summer Time),3.966666666666667,0.016666666666666666
Wed May 22 2024 15:58:00 GMT+0200 (Central European Summer Time),6.866666666666666,0
Wed May 22 2024 15:59:00 GMT+0200 (Central European Summer Time),6.7,0
Wed May 22 2024 16:00:00 GMT+0200 (Central European Summer Time),4.6,0
Wed May 22 2024 16:01:00 GMT+0200 (Central European Summer Time),5.7,0
Wed May 22 2024 16:02:00 GMT+0200 (Central European Summer Time),4.616666666666666,0
Wed May 22 2024 16:03:00 GMT+0200 (Central European Summer Time),4.933333333333334,0
Wed May 22 2024 16:04:00 GMT+0200 (Central European Summer Time),4.683333333333334,0
Wed May 22 2024 16:05:00 GMT+0200 (Central European Summer Time),5.083333333333333,0
Wed May 22 2024 16:06:00 GMT+0200 (Central European Summer Time),5,0
Wed May 22 2024 16:07:00 GMT+0200 (Central European Summer Time),5.833333333333333,0
Wed May 22 2024 16:08:00 GMT+0200 (Central European Summer Time),5.133333333333333,0
Wed May 22 2024 16:09:00 GMT+0200 (Central European Summer Time),5.933333333333334,0
Wed May 22 2024 16:10:00 GMT+0200 (Central European Summer Time),5.85,0
Wed May 22 2024 16:11:00 GMT+0200 (Central European Summer Time),4.8999999999999995,0
Wed May 22 2024 16:12:00 GMT+0200 (Central European Summer Time),5.366666666666667,0
Wed May 22 2024 16:13:00 GMT+0200 (Central European Summer Time),5.783333333333333,0
Wed May 22 2024 16:14:00 GMT+0200 (Central European Summer Time),5.2,0
Wed May 22 2024 16:15:00 GMT+0200 (Central European Summer Time),6.016666666666667,0
Wed May 22 2024 16:16:00 GMT+0200 (Central European Summer Time),5.866666666666666,0
Wed May 22 2024 16:17:00 GMT+0200 (Central European Summer Time),3.9,0
Wed May 22 2024 16:18:00 GMT+0200 (Central European Summer Time),4.983333333333333,0
Wed May 22 2024 16:19:00 GMT+0200 (Central European Summer Time),4.966666666666667,0
Wed May 22 2024 16:20:00 GMT+0200 (Central European Summer Time),6.55,0.016666666666666666
Wed May 22 2024 16:21:00 GMT+0200 (Central European Summer Time),5.366666666666666,0
Wed May 22 2024 16:22:00 GMT+0200 (Central European Summer Time),5.1499999999999995,0
Wed May 22 2024 16:23:00 GMT+0200 (Central European Summer Time),6.533333333333333,0
Wed May 22 2024 16:24:00 GMT+0200 (Central European Summer Time),4.716666666666667,0.016666666666666666
Wed May 22 2024 16:25:00 GMT+0200 (Central European Summer Time),6.616666666666666,0
Wed May 22 2024 16:26:00 GMT+0200 (Central European Summer Time),5.65,0
Wed May 22 2024 16:27:00 GMT+0200 (Central European Summer Time),5.15,0
Wed May 22 2024 16:28:00 GMT+0200 (Central European Summer Time),5.566666666666666,0
Wed May 22 2024 16:29:00 GMT+0200 (Central European Summer Time),3.9166666666666665,0.016666666666666666
Wed May 22 2024 16:30:00 GMT+0200 (Central European Summer Time),5.216666666666667,0
Wed May 22 2024 16:31:00 GMT+0200 (Central European Summer Time),5.666666666666667,0
Wed May 22 2024 16:32:00 GMT+0200 (Central European Summer Time),6,0
Wed May 22 2024 16:33:00 GMT+0200 (Central European Summer Time),5.7,0
Wed May 22 2024 16:34:00 GMT+0200 (Central European Summer Time),7.066666666666667,0
Wed May 22 2024 16:35:00 GMT+0200 (Central European Summer Time),6.466666666666667,0
Wed May 22 2024 16:36:00 GMT+0200 (Central European Summer Time),6.1,0
Wed May 22 2024 16:37:00 GMT+0200 (Central European Summer Time),4.983333333333333,0
Wed May 22 2024 16:38:00 GMT+0200 (Central European Summer Time),6.316666666666666,0.05
Wed May 22 2024 16:39:00 GMT+0200 (Central European Summer Time),5.333333333333333,0.4166666666666667
Wed May 22 2024 16:40:00 GMT+0200 (Central European Summer Time),undefined,0
