TimeSeries ID,total direction=Write,total direction=Read
direction,Write,Read
Wed May 22 2024 18:20:00 GMT+0200 (Central European Summer Time),37845.950000000004,0
Wed May 22 2024 18:21:00 GMT+0200 (Central European Summer Time),33904.98333333333,0
Wed May 22 2024 18:22:00 GMT+0200 (Central European Summer Time),31205.2,1517.3833333333332
Wed May 22 2024 18:23:00 GMT+0200 (Central European Summer Time),31926.233333333334,667.15
Wed May 22 2024 18:24:00 GMT+0200 (Central European Summer Time),31715.7,0
Wed May 22 2024 18:25:00 GMT+0200 (Central European Summer Time),206995.98333333334,0
Wed May 22 2024 18:26:00 GMT+0200 (Central European Summer Time),122636.84999999999,0
Wed May 22 2024 18:27:00 GMT+0200 (Central European Summer Time),39280.566666666666,0
Wed May 22 2024 18:28:00 GMT+0200 (Central European Summer Time),38222.61666666667,49646.98333333333
Wed May 22 2024 18:29:00 GMT+0200 (Central European Summer Time),50146.066666666666,126764.98333333334
Wed May 22 2024 18:30:00 GMT+0200 (Central European Summer Time),41836.86666666667,46137.36666666667
Wed May 22 2024 18:31:00 GMT+0200 (Central European Summer Time),216817.85,616.4333333333333
Wed May 22 2024 18:32:00 GMT+0200 (Central European Summer Time),114692.61666666667,271.0333333333333
Wed May 22 2024 18:33:00 GMT+0200 (Central European Summer Time),40717.183333333334,0
Wed May 22 2024 18:34:00 GMT+0200 (Central European Summer Time),50203.9,0
Wed May 22 2024 18:35:00 GMT+0200 (Central European Summer Time),214661.26666666666,11001.133333333333
Wed May 22 2024 18:36:00 GMT+0200 (Central European Summer Time),112691.75,4836.733333333334
Wed May 22 2024 18:37:00 GMT+0200 (Central European Summer Time),48182.1,284.51666666666665
Wed May 22 2024 18:38:00 GMT+0200 (Central European Summer Time),46798.9,125.08333333333333
Wed May 22 2024 18:39:00 GMT+0200 (Central European Summer Time),35428.13333333333,0
Wed May 22 2024 18:40:00 GMT+0200 (Central European Summer Time),34663.21666666667,0
Wed May 22 2024 18:41:00 GMT+0200 (Central European Summer Time),39485.48333333333,0
Wed May 22 2024 18:42:00 GMT+0200 (Central European Summer Time),29790.283333333333,0
Wed May 22 2024 18:43:00 GMT+0200 (Central European Summer Time),29496.283333333333,426.76666666666665
Wed May 22 2024 18:44:00 GMT+0200 (Central European Summer Time),39837.1,187.63333333333333
Wed May 22 2024 18:45:00 GMT+0200 (Central European Summer Time),203334.18333333332,0
Wed May 22 2024 18:46:00 GMT+0200 (Central European Summer Time),115518.86666666667,0
Wed May 22 2024 18:47:00 GMT+0200 (Central European Summer Time),44114.98333333333,1517.3833333333332
Wed May 22 2024 18:48:00 GMT+0200 (Central European Summer Time),48212.85,2184.55
Wed May 22 2024 18:49:00 GMT+0200 (Central European Summer Time),46540.200000000004,714.55
Wed May 22 2024 18:50:00 GMT+0200 (Central European Summer Time),198345.45,1585.6666666666667
Wed May 22 2024 18:51:00 GMT+0200 (Central European Summer Time),123810.9,687.9833333333333
Wed May 22 2024 18:52:00 GMT+0200 (Central European Summer Time),47904.95,0
Wed May 22 2024 18:53:00 GMT+0200 (Central European Summer Time),212645.48333333334,0
Wed May 22 2024 18:54:00 GMT+0200 (Central European Summer Time),116113.23333333334,0
Wed May 22 2024 18:55:00 GMT+0200 (Central European Summer Time),45191.833333333336,616.45
Wed May 22 2024 18:56:00 GMT+0200 (Central European Summer Time),39347.96666666667,271.01666666666665
Wed May 22 2024 18:57:00 GMT+0200 (Central European Summer Time),35007.3,0
Wed May 22 2024 18:58:00 GMT+0200 (Central European Summer Time),36128.666666666664,0
Wed May 22 2024 18:59:00 GMT+0200 (Central European Summer Time),205414.95,0
Wed May 22 2024 19:00:00 GMT+0200 (Central European Summer Time),117097.4,0
Wed May 22 2024 19:01:00 GMT+0200 (Central European Summer Time),53257.049999999996,1517.3833333333332
Wed May 22 2024 19:02:00 GMT+0200 (Central European Summer Time),45070.416666666664,667.15
Wed May 22 2024 19:03:00 GMT+0200 (Central European Summer Time),41095.11666666667,94.83333333333333
Wed May 22 2024 19:04:00 GMT+0200 (Central European Summer Time),38681.566666666666,326.21666666666664
Wed May 22 2024 19:05:00 GMT+0200 (Central European Summer Time),35750.63333333333,125.08333333333333
Wed May 22 2024 19:06:00 GMT+0200 (Central European Summer Time),35874.46666666667,0
Wed May 22 2024 19:07:00 GMT+0200 (Central European Summer Time),37103.4,0
Wed May 22 2024 19:08:00 GMT+0200 (Central European Summer Time),200030.95,0
Wed May 22 2024 19:09:00 GMT+0200 (Central European Summer Time),104818.46666666666,0
Wed May 22 2024 19:10:00 GMT+0200 (Central European Summer Time),30069.216666666667,0
Wed May 22 2024 19:11:00 GMT+0200 (Central European Summer Time),33595.61666666667,0
Wed May 22 2024 19:12:00 GMT+0200 (Central European Summer Time),31210,0
Wed May 22 2024 19:13:00 GMT+0200 (Central European Summer Time),27742.7,0
Wed May 22 2024 19:14:00 GMT+0200 (Central European Summer Time),40215.833333333336,0
Wed May 22 2024 19:15:00 GMT+0200 (Central European Summer Time),50327.13333333333,426.76666666666665
Wed May 22 2024 19:16:00 GMT+0200 (Central European Summer Time),36765.333333333336,1705.0333333333333
Wed May 22 2024 19:17:00 GMT+0200 (Central European Summer Time),28119.733333333334,667.1333333333333
Wed May 22 2024 19:18:00 GMT+0200 (Central European Summer Time),35557.7,0
