TimeSeries ID,instance/network/sent_bytes_count.gce_instance.ALIGN_RATE.REDUCE_SUM.metric.type="compute.googleapis.com/instance/network/sent_bytes_count" resource.type="gce_instance" resource.labels."instance_id"="1345602841643241709" resource.labels."zone"="europe-central2-c" AND resource.labels."project_id"="ddls-owen-gombas".60s.project_id:ddls-owen-gombas.instance_name:instance-20240520-173618
instance_name,instance-20240520-173618
project_id,ddls-owen-gombas
Wed May 22 2024 18:20:00 GMT+0200 (Central European Summer Time),513351.9666666667
Wed May 22 2024 18:21:00 GMT+0200 (Central European Summer Time),513275.9
Wed May 22 2024 18:22:00 GMT+0200 (Central European Summer Time),495922.51666666666
Wed May 22 2024 18:23:00 GMT+0200 (Central European Summer Time),464212.15
Wed May 22 2024 18:24:00 GMT+0200 (Central European Summer Time),3302744.533333333
Wed May 22 2024 18:25:00 GMT+0200 (Central European Summer Time),6125971.45
Wed May 22 2024 18:26:00 GMT+0200 (Central European Summer Time),2853482.566666667
Wed May 22 2024 18:27:00 GMT+0200 (Central European Summer Time),695797.7833333333
Wed May 22 2024 18:28:00 GMT+0200 (Central European Summer Time),1525429.9833333334
Wed May 22 2024 18:29:00 GMT+0200 (Central European Summer Time),5651343.766666667
Wed May 22 2024 18:30:00 GMT+0200 (Central European Summer Time),7151728.266666667
Wed May 22 2024 18:31:00 GMT+0200 (Central European Summer Time),6861736
Wed May 22 2024 18:32:00 GMT+0200 (Central European Summer Time),7112965.066666666
Wed May 22 2024 18:33:00 GMT+0200 (Central European Summer Time),7152637.216666667
Wed May 22 2024 18:34:00 GMT+0200 (Central European Summer Time),6920630.65
Wed May 22 2024 18:35:00 GMT+0200 (Central European Summer Time),6960605.3
Wed May 22 2024 18:36:00 GMT+0200 (Central European Summer Time),7071210.15
Wed May 22 2024 18:37:00 GMT+0200 (Central European Summer Time),7274278.833333333
Wed May 22 2024 18:38:00 GMT+0200 (Central European Summer Time),3026197.3333333335
Wed May 22 2024 18:39:00 GMT+0200 (Central European Summer Time),691541.1166666667
Wed May 22 2024 18:40:00 GMT+0200 (Central European Summer Time),509750.06666666665
Wed May 22 2024 18:41:00 GMT+0200 (Central European Summer Time),513358.7166666667
Wed May 22 2024 18:42:00 GMT+0200 (Central European Summer Time),486585.95
Wed May 22 2024 18:43:00 GMT+0200 (Central European Summer Time),468916.55
Wed May 22 2024 18:44:00 GMT+0200 (Central European Summer Time),498958.3
Wed May 22 2024 18:45:00 GMT+0200 (Central European Summer Time),513886.61666666664
Wed May 22 2024 18:46:00 GMT+0200 (Central European Summer Time),5028399.283333333
Wed May 22 2024 18:47:00 GMT+0200 (Central European Summer Time),7308170.733333333
Wed May 22 2024 18:48:00 GMT+0200 (Central European Summer Time),7319095.983333333
Wed May 22 2024 18:49:00 GMT+0200 (Central European Summer Time),3941964.4
Wed May 22 2024 18:50:00 GMT+0200 (Central European Summer Time),5393333.883333334
Wed May 22 2024 18:51:00 GMT+0200 (Central European Summer Time),7144845.05
Wed May 22 2024 18:52:00 GMT+0200 (Central European Summer Time),7233735.583333333
Wed May 22 2024 18:53:00 GMT+0200 (Central European Summer Time),6885662.7
Wed May 22 2024 18:54:00 GMT+0200 (Central European Summer Time),7110366.633333334
Wed May 22 2024 18:55:00 GMT+0200 (Central European Summer Time),3003012.4166666665
Wed May 22 2024 18:56:00 GMT+0200 (Central European Summer Time),1759603.5333333334
Wed May 22 2024 18:57:00 GMT+0200 (Central European Summer Time),5642516.983333333
Wed May 22 2024 18:58:00 GMT+0200 (Central European Summer Time),6868674.5
Wed May 22 2024 18:59:00 GMT+0200 (Central European Summer Time),7064130.05
Wed May 22 2024 19:00:00 GMT+0200 (Central European Summer Time),2959008.8666666667
Wed May 22 2024 19:01:00 GMT+0200 (Central European Summer Time),5075872.933333334
Wed May 22 2024 19:02:00 GMT+0200 (Central European Summer Time),7517274.716666667
Wed May 22 2024 19:03:00 GMT+0200 (Central European Summer Time),3100781.15
Wed May 22 2024 19:04:00 GMT+0200 (Central European Summer Time),669821
Wed May 22 2024 19:05:00 GMT+0200 (Central European Summer Time),504418.3
Wed May 22 2024 19:06:00 GMT+0200 (Central European Summer Time),470830.4
Wed May 22 2024 19:07:00 GMT+0200 (Central European Summer Time),484975.15
Wed May 22 2024 19:08:00 GMT+0200 (Central European Summer Time),508491.01666666666
Wed May 22 2024 19:09:00 GMT+0200 (Central European Summer Time),513308.81666666665
Wed May 22 2024 19:10:00 GMT+0200 (Central European Summer Time),510208.23333333334
Wed May 22 2024 19:11:00 GMT+0200 (Central European Summer Time),485225.56666666665
Wed May 22 2024 19:12:00 GMT+0200 (Central European Summer Time),471866.6666666667
Wed May 22 2024 19:13:00 GMT+0200 (Central European Summer Time),500752.18333333335
Wed May 22 2024 19:14:00 GMT+0200 (Central European Summer Time),4495165.883333334
Wed May 22 2024 19:15:00 GMT+0200 (Central European Summer Time),3449888.8833333333
Wed May 22 2024 19:16:00 GMT+0200 (Central European Summer Time),867215.5666666667
Wed May 22 2024 19:17:00 GMT+0200 (Central European Summer Time),83659.38333333333
