TimeSeries ID,instance/network/sent_bytes_count.gce_instance.ALIGN_RATE.REDUCE_SUM.metric.type="compute.googleapis.com/instance/network/sent_bytes_count" resource.type="gce_instance" resource.labels."instance_id"="1345602841643241709" resource.labels."zone"="europe-central2-c" AND resource.labels."project_id"="ddls-owen-gombas".60s.project_id:ddls-owen-gombas.instance_name:instance-20240520-173618
instance_name,instance-20240520-173618
project_id,ddls-owen-gombas
Wed May 22 2024 19:45:00 GMT+0200 (Central European Summer Time),1289078.25
Wed May 22 2024 19:46:00 GMT+0200 (Central European Summer Time),5155128.9
Wed May 22 2024 19:47:00 GMT+0200 (Central European Summer Time),6730650.883333334
Wed May 22 2024 19:48:00 GMT+0200 (Central European Summer Time),6938813.45
Wed May 22 2024 19:49:00 GMT+0200 (Central European Summer Time),2663641.1166666667
Wed May 22 2024 19:50:00 GMT+0200 (Central European Summer Time),506347.86666666664
Wed May 22 2024 19:51:00 GMT+0200 (Central European Summer Time),4656602.033333333
Wed May 22 2024 19:52:00 GMT+0200 (Central European Summer Time),6890836.516666667
Wed May 22 2024 19:53:00 GMT+0200 (Central European Summer Time),5333530.216666667
Wed May 22 2024 19:54:00 GMT+0200 (Central European Summer Time),6082772.566666666
Wed May 22 2024 19:55:00 GMT+0200 (Central European Summer Time),7086897.383333334
Wed May 22 2024 19:56:00 GMT+0200 (Central European Summer Time),2625378.1166666667
Wed May 22 2024 19:57:00 GMT+0200 (Central European Summer Time),460971.23333333334
Wed May 22 2024 19:58:00 GMT+0200 (Central European Summer Time),4727522.333333333
Wed May 22 2024 19:59:00 GMT+0200 (Central European Summer Time),6690916.066666666
Wed May 22 2024 20:00:00 GMT+0200 (Central European Summer Time),2756241.8
Wed May 22 2024 20:01:00 GMT+0200 (Central European Summer Time),588346.5333333333
Wed May 22 2024 20:02:00 GMT+0200 (Central European Summer Time),401455.3333333333
Wed May 22 2024 20:03:00 GMT+0200 (Central European Summer Time),3817962.0833333335
Wed May 22 2024 20:04:00 GMT+0200 (Central European Summer Time),6338722.633333334
Wed May 22 2024 20:05:00 GMT+0200 (Central European Summer Time),7105002.45
Wed May 22 2024 20:06:00 GMT+0200 (Central European Summer Time),6855153.6
Wed May 22 2024 20:07:00 GMT+0200 (Central European Summer Time),6731439.983333333
Wed May 22 2024 20:08:00 GMT+0200 (Central European Summer Time),2743034.3666666667
Wed May 22 2024 20:09:00 GMT+0200 (Central European Summer Time),577833.7
Wed May 22 2024 20:10:00 GMT+0200 (Central European Summer Time),400909.4666666667
Wed May 22 2024 20:11:00 GMT+0200 (Central European Summer Time),400916.8333333333
Wed May 22 2024 20:12:00 GMT+0200 (Central European Summer Time),400912.13333333336
Wed May 22 2024 20:13:00 GMT+0200 (Central European Summer Time),401432.4166666667
Wed May 22 2024 20:14:00 GMT+0200 (Central European Summer Time),1237167.5833333333
Wed May 22 2024 20:15:00 GMT+0200 (Central European Summer Time),5180356.95
Wed May 22 2024 20:16:00 GMT+0200 (Central European Summer Time),4484574.65
Wed May 22 2024 20:17:00 GMT+0200 (Central European Summer Time),5760922.783333333
Wed May 22 2024 20:18:00 GMT+0200 (Central European Summer Time),2751481.1333333333
Wed May 22 2024 20:19:00 GMT+0200 (Central European Summer Time),581160.3666666667
Wed May 22 2024 20:20:00 GMT+0200 (Central European Summer Time),1766862.8666666667
Wed May 22 2024 20:21:00 GMT+0200 (Central European Summer Time),5432058.416666667
Wed May 22 2024 20:22:00 GMT+0200 (Central European Summer Time),2798683.3
Wed May 22 2024 20:23:00 GMT+0200 (Central European Summer Time),598697.3833333333
Wed May 22 2024 20:24:00 GMT+0200 (Central European Summer Time),845862.1333333333
Wed May 22 2024 20:25:00 GMT+0200 (Central European Summer Time),5044874.866666666
Wed May 22 2024 20:26:00 GMT+0200 (Central European Summer Time),7039216.416666667
Wed May 22 2024 20:27:00 GMT+0200 (Central European Summer Time),2655054.8666666667
Wed May 22 2024 20:28:00 GMT+0200 (Central European Summer Time),486827.76666666666
Wed May 22 2024 20:29:00 GMT+0200 (Central European Summer Time),3907567.4
Wed May 22 2024 20:30:00 GMT+0200 (Central European Summer Time),6360878.2
Wed May 22 2024 20:31:00 GMT+0200 (Central European Summer Time),5263014.9
Wed May 22 2024 20:32:00 GMT+0200 (Central European Summer Time),1406267.5333333334
Wed May 22 2024 20:33:00 GMT+0200 (Central European Summer Time),255986.03333333333
Wed May 22 2024 20:34:00 GMT+0200 (Central European Summer Time),10014399.683333334
Wed May 22 2024 20:35:00 GMT+0200 (Central European Summer Time),10448758.216666667
Wed May 22 2024 20:36:00 GMT+0200 (Central European Summer Time),2680238.1333333333
Wed May 22 2024 20:37:00 GMT+0200 (Central European Summer Time),436.6666666666667
Wed May 22 2024 20:38:00 GMT+0200 (Central European Summer Time),328.98333333333335
Wed May 22 2024 20:39:00 GMT+0200 (Central European Summer Time),318.43333333333334
Wed May 22 2024 20:40:00 GMT+0200 (Central European Summer Time),878.1
Wed May 22 2024 20:41:00 GMT+0200 (Central European Summer Time),562.2333333333333
Wed May 22 2024 20:42:00 GMT+0200 (Central European Summer Time),328.93333333333334
