TimeSeries ID,instance/network/received_bytes_count.gce_instance.ALIGN_RATE.REDUCE_SUM.metric.type="compute.googleapis.com/instance/network/received_bytes_count" resource.type="gce_instance" resource.labels."instance_id"="1345602841643241709" resource.labels."zone"="europe-central2-c" AND resource.labels."project_id"="ddls-owen-gombas".60s.project_id:ddls-owen-gombas.instance_name:instance-20240520-173618
instance_name,instance-20240520-173618
project_id,ddls-owen-gombas
Wed May 22 2024 13:45:00 GMT+0200 (Central European Summer Time),703.8166666666667
Wed May 22 2024 13:46:00 GMT+0200 (Central European Summer Time),719.1833333333333
Wed May 22 2024 13:47:00 GMT+0200 (Central European Summer Time),724.7166666666667
Wed May 22 2024 13:48:00 GMT+0200 (Central European Summer Time),709.4833333333333
Wed May 22 2024 13:49:00 GMT+0200 (Central European Summer Time),681.3166666666667
Wed May 22 2024 13:50:00 GMT+0200 (Central European Summer Time),414.23333333333335
Wed May 22 2024 13:51:00 GMT+0200 (Central European Summer Time),726.1166666666667
Wed May 22 2024 13:52:00 GMT+0200 (Central European Summer Time),73548.21666666666
Wed May 22 2024 13:53:00 GMT+0200 (Central European Summer Time),570910.1666666666
Wed May 22 2024 13:54:00 GMT+0200 (Central European Summer Time),2715.3333333333335
Wed May 22 2024 13:55:00 GMT+0200 (Central European Summer Time),11061.883333333333
Wed May 22 2024 13:56:00 GMT+0200 (Central European Summer Time),455691
Wed May 22 2024 13:57:00 GMT+0200 (Central European Summer Time),4057205.8
Wed May 22 2024 13:58:00 GMT+0200 (Central European Summer Time),4533108.083333333
Wed May 22 2024 13:59:00 GMT+0200 (Central European Summer Time),4234010.666666667
Wed May 22 2024 14:00:00 GMT+0200 (Central European Summer Time),3901214.683333333
Wed May 22 2024 14:01:00 GMT+0200 (Central European Summer Time),4512247.25
Wed May 22 2024 14:02:00 GMT+0200 (Central European Summer Time),4125393
Wed May 22 2024 14:03:00 GMT+0200 (Central European Summer Time),3570630.7
Wed May 22 2024 14:04:00 GMT+0200 (Central European Summer Time),3840034.35
Wed May 22 2024 14:05:00 GMT+0200 (Central European Summer Time),3900518.6166666667
Wed May 22 2024 14:06:00 GMT+0200 (Central European Summer Time),4450572.066666666
Wed May 22 2024 14:07:00 GMT+0200 (Central European Summer Time),3732315.8833333333
Wed May 22 2024 14:08:00 GMT+0200 (Central European Summer Time),3720829.85
Wed May 22 2024 14:09:00 GMT+0200 (Central European Summer Time),4534974.316666666
Wed May 22 2024 14:10:00 GMT+0200 (Central European Summer Time),4593888.833333333
Wed May 22 2024 14:11:00 GMT+0200 (Central European Summer Time),4269035.583333333
Wed May 22 2024 14:12:00 GMT+0200 (Central European Summer Time),4462452.5
Wed May 22 2024 14:13:00 GMT+0200 (Central European Summer Time),3881207.6333333333
Wed May 22 2024 14:14:00 GMT+0200 (Central European Summer Time),4203238
Wed May 22 2024 14:15:00 GMT+0200 (Central European Summer Time),3848435.25
Wed May 22 2024 14:16:00 GMT+0200 (Central European Summer Time),3814741.283333333
Wed May 22 2024 14:17:00 GMT+0200 (Central European Summer Time),3890724.3666666667
Wed May 22 2024 14:18:00 GMT+0200 (Central European Summer Time),4152159.066666667
Wed May 22 2024 14:19:00 GMT+0200 (Central European Summer Time),3842224.433333333
Wed May 22 2024 14:20:00 GMT+0200 (Central European Summer Time),3841852.6166666667
Wed May 22 2024 14:21:00 GMT+0200 (Central European Summer Time),4078454.45
Wed May 22 2024 14:22:00 GMT+0200 (Central European Summer Time),4045061.4833333334
