TimeSeries ID,instance/network/sent_bytes_count.gce_instance.ALIGN_RATE.REDUCE_SUM.metric.type="compute.googleapis.com/instance/network/sent_bytes_count" resource.type="gce_instance" resource.labels."instance_id"="987861714045355492" resource.labels."zone"="europe-west4-b" AND resource.labels."project_id"="ddls-owen-gombas".60s.project_id:ddls-owen-gombas.instance_name:instance-20240521-124408
instance_name,instance-20240521-124408
project_id,ddls-owen-gombas
Wed May 22 2024 19:45:00 GMT+0200 (Central European Summer Time),750154.5333333333
Wed May 22 2024 19:46:00 GMT+0200 (Central European Summer Time),2292445.033333333
Wed May 22 2024 19:47:00 GMT+0200 (Central European Summer Time),3404533.3666666667
Wed May 22 2024 19:48:00 GMT+0200 (Central European Summer Time),3242741.3833333333
Wed May 22 2024 19:49:00 GMT+0200 (Central European Summer Time),1812506.5166666666
Wed May 22 2024 19:50:00 GMT+0200 (Central European Summer Time),437174.26666666666
Wed May 22 2024 19:51:00 GMT+0200 (Central European Summer Time),1932590.3666666667
Wed May 22 2024 19:52:00 GMT+0200 (Central European Summer Time),3336991.033333333
Wed May 22 2024 19:53:00 GMT+0200 (Central European Summer Time),2995698.3
Wed May 22 2024 19:54:00 GMT+0200 (Central European Summer Time),3221277.2333333334
Wed May 22 2024 19:55:00 GMT+0200 (Central European Summer Time),3251798.4
Wed May 22 2024 19:56:00 GMT+0200 (Central European Summer Time),1750953.1333333333
Wed May 22 2024 19:57:00 GMT+0200 (Central European Summer Time),455830.18333333335
Wed May 22 2024 19:58:00 GMT+0200 (Central European Summer Time),1878861.0666666667
Wed May 22 2024 19:59:00 GMT+0200 (Central European Summer Time),3221684.15
Wed May 22 2024 20:00:00 GMT+0200 (Central European Summer Time),1836342.0166666666
Wed May 22 2024 20:01:00 GMT+0200 (Central European Summer Time),201912.91666666666
Wed May 22 2024 20:02:00 GMT+0200 (Central European Summer Time),203714.5
Wed May 22 2024 20:03:00 GMT+0200 (Central European Summer Time),1519992.55
Wed May 22 2024 20:04:00 GMT+0200 (Central European Summer Time),3521542.1166666667
Wed May 22 2024 20:05:00 GMT+0200 (Central European Summer Time),3572089.3
Wed May 22 2024 20:06:00 GMT+0200 (Central European Summer Time),3372385.1333333333
Wed May 22 2024 20:07:00 GMT+0200 (Central European Summer Time),3221035.5
Wed May 22 2024 20:08:00 GMT+0200 (Central European Summer Time),1831369.3833333333
Wed May 22 2024 20:09:00 GMT+0200 (Central European Summer Time),201983.95
Wed May 22 2024 20:10:00 GMT+0200 (Central European Summer Time),201886.16666666666
Wed May 22 2024 20:11:00 GMT+0200 (Central European Summer Time),201865.73333333334
Wed May 22 2024 20:12:00 GMT+0200 (Central European Summer Time),201969.11666666667
Wed May 22 2024 20:13:00 GMT+0200 (Central European Summer Time),201917.51666666666
Wed May 22 2024 20:14:00 GMT+0200 (Central European Summer Time),755760.0666666667
Wed May 22 2024 20:15:00 GMT+0200 (Central European Summer Time),2128100.65
Wed May 22 2024 20:16:00 GMT+0200 (Central European Summer Time),2635372.9
Wed May 22 2024 20:17:00 GMT+0200 (Central European Summer Time),2508824.466666667
Wed May 22 2024 20:18:00 GMT+0200 (Central European Summer Time),1831251.6166666667
Wed May 22 2024 20:19:00 GMT+0200 (Central European Summer Time),201903.31666666668
Wed May 22 2024 20:20:00 GMT+0200 (Central European Summer Time),947077.7166666667
Wed May 22 2024 20:21:00 GMT+0200 (Central European Summer Time),2403522.8333333335
Wed May 22 2024 20:22:00 GMT+0200 (Central European Summer Time),1825288.7833333334
Wed May 22 2024 20:23:00 GMT+0200 (Central European Summer Time),201960.61666666667
Wed May 22 2024 20:24:00 GMT+0200 (Central European Summer Time),644003.4666666667
Wed May 22 2024 20:25:00 GMT+0200 (Central European Summer Time),2191386.5833333335
Wed May 22 2024 20:26:00 GMT+0200 (Central European Summer Time),3257016.0833333335
Wed May 22 2024 20:27:00 GMT+0200 (Central European Summer Time),1794038.3333333333
Wed May 22 2024 20:28:00 GMT+0200 (Central European Summer Time),209115.26666666666
Wed May 22 2024 20:29:00 GMT+0200 (Central European Summer Time),1564999.85
Wed May 22 2024 20:30:00 GMT+0200 (Central European Summer Time),3477904.65
Wed May 22 2024 20:31:00 GMT+0200 (Central European Summer Time),2575594.4166666665
Wed May 22 2024 20:32:00 GMT+0200 (Central European Summer Time),752152.9833333333
Wed May 22 2024 20:33:00 GMT+0200 (Central European Summer Time),301.06666666666666
Wed May 22 2024 20:34:00 GMT+0200 (Central European Summer Time),344.8833333333333
Wed May 22 2024 20:35:00 GMT+0200 (Central European Summer Time),96945.41666666667
Wed May 22 2024 20:36:00 GMT+0200 (Central European Summer Time),137033.5
Wed May 22 2024 20:37:00 GMT+0200 (Central European Summer Time),270.8833333333333
Wed May 22 2024 20:38:00 GMT+0200 (Central European Summer Time),286.0833333333333
Wed May 22 2024 20:39:00 GMT+0200 (Central European Summer Time),294.8666666666667
Wed May 22 2024 20:40:00 GMT+0200 (Central European Summer Time),277
Wed May 22 2024 20:41:00 GMT+0200 (Central European Summer Time),230.46666666666667
Wed May 22 2024 20:42:00 GMT+0200 (Central European Summer Time),217.71666666666667
Wed May 22 2024 20:43:00 GMT+0200 (Central European Summer Time),294.6
