TimeSeries ID,total direction=Write,total direction=Read
direction,Write,Read
Wed May 22 2024 19:46:00 GMT+0200 (Central European Summer Time),4.833333333333333,0.016666666666666666
Wed May 22 2024 19:47:00 GMT+0200 (Central European Summer Time),6.216666666666667,0
Wed May 22 2024 19:48:00 GMT+0200 (Central European Summer Time),7.283333333333333,0
Wed May 22 2024 19:49:00 GMT+0200 (Central European Summer Time),5.766666666666667,0
Wed May 22 2024 19:50:00 GMT+0200 (Central European Summer Time),4.35,0
Wed May 22 2024 19:51:00 GMT+0200 (Central European Summer Time),5,0
Wed May 22 2024 19:52:00 GMT+0200 (Central European Summer Time),8.066666666666666,1.5166666666666666
Wed May 22 2024 19:53:00 GMT+0200 (Central European Summer Time),7.133333333333333,2.1333333333333333
Wed May 22 2024 19:54:00 GMT+0200 (Central European Summer Time),5.55,0
Wed May 22 2024 19:55:00 GMT+0200 (Central European Summer Time),5.833333333333334,0
Wed May 22 2024 19:56:00 GMT+0200 (Central European Summer Time),5.533333333333333,0
Wed May 22 2024 19:57:00 GMT+0200 (Central European Summer Time),6.833333333333333,0.016666666666666666
Wed May 22 2024 19:58:00 GMT+0200 (Central European Summer Time),6.05,0.016666666666666666
Wed May 22 2024 19:59:00 GMT+0200 (Central European Summer Time),6.016666666666667,0.016666666666666666
Wed May 22 2024 20:00:00 GMT+0200 (Central European Summer Time),6.75,0
Wed May 22 2024 20:01:00 GMT+0200 (Central European Summer Time),6.066666666666666,0
Wed May 22 2024 20:02:00 GMT+0200 (Central European Summer Time),5.183333333333334,0
Wed May 22 2024 20:03:00 GMT+0200 (Central European Summer Time),5.1,0
Wed May 22 2024 20:04:00 GMT+0200 (Central European Summer Time),5.333333333333333,0
Wed May 22 2024 20:05:00 GMT+0200 (Central European Summer Time),5.616666666666667,0
Wed May 22 2024 20:06:00 GMT+0200 (Central European Summer Time),6.533333333333333,0.016666666666666666
Wed May 22 2024 20:07:00 GMT+0200 (Central European Summer Time),6.233333333333333,0.016666666666666666
Wed May 22 2024 20:08:00 GMT+0200 (Central European Summer Time),5.083333333333333,0
Wed May 22 2024 20:09:00 GMT+0200 (Central European Summer Time),5.55,0
Wed May 22 2024 20:10:00 GMT+0200 (Central European Summer Time),5.516666666666667,0
Wed May 22 2024 20:11:00 GMT+0200 (Central European Summer Time),4.966666666666667,0
Wed May 22 2024 20:12:00 GMT+0200 (Central European Summer Time),5.083333333333333,0
Wed May 22 2024 20:13:00 GMT+0200 (Central European Summer Time),5.266666666666667,0
Wed May 22 2024 20:14:00 GMT+0200 (Central European Summer Time),5.55,0
Wed May 22 2024 20:15:00 GMT+0200 (Central European Summer Time),4.65,0
Wed May 22 2024 20:16:00 GMT+0200 (Central European Summer Time),5.783333333333333,0
Wed May 22 2024 20:17:00 GMT+0200 (Central European Summer Time),6.483333333333333,0
Wed May 22 2024 20:18:00 GMT+0200 (Central European Summer Time),5.316666666666666,0.016666666666666666
Wed May 22 2024 20:19:00 GMT+0200 (Central European Summer Time),4.8,0
Wed May 22 2024 20:20:00 GMT+0200 (Central European Summer Time),4.766666666666667,0
Wed May 22 2024 20:21:00 GMT+0200 (Central European Summer Time),4.533333333333333,0
Wed May 22 2024 20:22:00 GMT+0200 (Central European Summer Time),5.4,0.016666666666666666
Wed May 22 2024 20:23:00 GMT+0200 (Central European Summer Time),4.983333333333333,0
Wed May 22 2024 20:24:00 GMT+0200 (Central European Summer Time),5.233333333333333,0
Wed May 22 2024 20:25:00 GMT+0200 (Central European Summer Time),3.55,0
Wed May 22 2024 20:26:00 GMT+0200 (Central European Summer Time),6.066666666666666,0
Wed May 22 2024 20:27:00 GMT+0200 (Central European Summer Time),8.066666666666666,0
Wed May 22 2024 20:28:00 GMT+0200 (Central European Summer Time),5.333333333333334,0
Wed May 22 2024 20:29:00 GMT+0200 (Central European Summer Time),4.966666666666667,0
Wed May 22 2024 20:30:00 GMT+0200 (Central European Summer Time),5.683333333333334,0
Wed May 22 2024 20:31:00 GMT+0200 (Central European Summer Time),5,0.016666666666666666
Wed May 22 2024 20:32:00 GMT+0200 (Central European Summer Time),4.716666666666666,0
Wed May 22 2024 20:33:00 GMT+0200 (Central European Summer Time),4.816666666666666,0.016666666666666666
Wed May 22 2024 20:34:00 GMT+0200 (Central European Summer Time),4.8999999999999995,0.016666666666666666
Wed May 22 2024 20:35:00 GMT+0200 (Central European Summer Time),4.3,0
Wed May 22 2024 20:36:00 GMT+0200 (Central European Summer Time),4.866666666666666,0.016666666666666666
Wed May 22 2024 20:37:00 GMT+0200 (Central European Summer Time),4.716666666666667,0
Wed May 22 2024 20:38:00 GMT+0200 (Central European Summer Time),4.1,0
Wed May 22 2024 20:39:00 GMT+0200 (Central European Summer Time),4.916666666666667,0
Wed May 22 2024 20:40:00 GMT+0200 (Central European Summer Time),5.233333333333333,0
Wed May 22 2024 20:41:00 GMT+0200 (Central European Summer Time),4.4,0
Wed May 22 2024 20:42:00 GMT+0200 (Central European Summer Time),4.766666666666667,0
Wed May 22 2024 20:43:00 GMT+0200 (Central European Summer Time),4.366666666666666,0.016666666666666666
Wed May 22 2024 20:44:00 GMT+0200 (Central European Summer Time),undefined,0
