TimeSeries ID,instance/network/sent_bytes_count.gce_instance.ALIGN_RATE.REDUCE_SUM.metric.type="compute.googleapis.com/instance/network/sent_bytes_count" resource.type="gce_instance" resource.labels."instance_id"="987861714045355492" resource.labels."zone"="europe-west4-b" AND resource.labels."project_id"="ddls-owen-gombas".60s.project_id:ddls-owen-gombas.instance_name:instance-20240521-124408
instance_name,instance-20240521-124408
project_id,ddls-owen-gombas
Wed May 22 2024 13:31:00 GMT+0200 (Central European Summer Time),64.31666666666666
Wed May 22 2024 13:32:00 GMT+0200 (Central European Summer Time),665.0666666666667
Wed May 22 2024 13:33:00 GMT+0200 (Central European Summer Time),314.46666666666664
Wed May 22 2024 13:34:00 GMT+0200 (Central European Summer Time),265.9
Wed May 22 2024 13:35:00 GMT+0200 (Central European Summer Time),297.76666666666665
Wed May 22 2024 13:36:00 GMT+0200 (Central European Summer Time),266.8
Wed May 22 2024 13:37:00 GMT+0200 (Central European Summer Time),268.76666666666665
Wed May 22 2024 13:38:00 GMT+0200 (Central European Summer Time),194.95
Wed May 22 2024 13:39:00 GMT+0200 (Central European Summer Time),409.95
Wed May 22 2024 13:40:00 GMT+0200 (Central European Summer Time),328.4166666666667
Wed May 22 2024 13:41:00 GMT+0200 (Central European Summer Time),278.4166666666667
Wed May 22 2024 13:42:00 GMT+0200 (Central European Summer Time),275.8
Wed May 22 2024 13:43:00 GMT+0200 (Central European Summer Time),304.6333333333333
Wed May 22 2024 13:44:00 GMT+0200 (Central European Summer Time),258.53333333333336
Wed May 22 2024 13:45:00 GMT+0200 (Central European Summer Time),269.6333333333333
Wed May 22 2024 13:46:00 GMT+0200 (Central European Summer Time),292.3666666666667
Wed May 22 2024 13:47:00 GMT+0200 (Central European Summer Time),263.48333333333335
Wed May 22 2024 13:48:00 GMT+0200 (Central European Summer Time),272.23333333333335
Wed May 22 2024 13:49:00 GMT+0200 (Central European Summer Time),281.55
Wed May 22 2024 13:50:00 GMT+0200 (Central European Summer Time),279.28333333333336
Wed May 22 2024 13:51:00 GMT+0200 (Central European Summer Time),268.03333333333336
Wed May 22 2024 13:52:00 GMT+0200 (Central European Summer Time),8528.25
Wed May 22 2024 13:53:00 GMT+0200 (Central European Summer Time),58297.066666666666
Wed May 22 2024 13:54:00 GMT+0200 (Central European Summer Time),1031.3166666666666
