epoch,start.epoch,end.epoch,start.calc_gradients,end.calc_gradients,start.recv_data,end.recv_data,start.send,end.send,start.swap_recv_instruction,end.swap_recv_instruction,start.load_state_dict,end.load_state_dict,start.swap_recv,end.swap_recv,start.swap_send,end.swap_send,swap_with,mean_d_loss,size.model,size.sent,size.recv
0,1716802859.580982,1716802859.6705978,1716802859.5960488,1716802859.6590679,1716802859.5829692,1716802859.596046,1716802859.6590679,1716802859.670597,,,,,,,,,,1.9331860542297363,2.5332183837890625,0.1171875,0.234375
1,1716802859.670676,1716802863.222686,1716802863.173224,1716802863.209964,1716802859.6720052,1716802863.1732202,1716802863.209964,1716802863.2226849,,,,,,,,,,1.4745306968688965,2.5332183837890625,0.1171875,0.234375
2,1716802863.222775,1716802863.377747,1716802863.335205,1716802863.366094,1716802863.223884,1716802863.335201,1716802863.366094,1716802863.3777459,,,,,,,,,,1.3818671703338623,2.5332183837890625,0.1171875,0.234375
3,1716802863.377824,1716802863.532047,1716802863.489793,1716802863.520963,1716802863.378796,1716802863.489789,1716802863.520963,1716802863.532046,,,,,,,,,,0.9143511652946472,2.5332183837890625,0.1171875,0.234375
4,1716802863.5321229,1716802863.7198389,1716802863.666681,1716802863.705098,1716802863.533342,1716802863.666677,1716802863.705098,1716802863.719837,,,,,,,,,,1.199737310409546,2.5332183837890625,0.1171875,0.234375
5,1716802863.719945,1716802863.874623,1716802863.828823,1716802863.8601038,1716802863.7209642,1716802863.82882,1716802863.860105,1716802863.8746219,,,,,,,,,,0.8067395687103271,2.5332183837890625,0.1171875,0.234375
6,1716802863.874711,1716802864.0375779,1716802863.995492,1716802864.02458,1716802863.87588,1716802863.995488,1716802864.0245812,1716802864.037577,,,,,,,,,,1.3619906902313232,2.5332183837890625,0.1171875,0.234375
7,1716802864.037696,1716802864.189583,1716802864.144765,1716802864.177145,1716802864.038802,1716802864.144762,1716802864.177145,1716802864.189582,,,,,,,,,,1.0368099212646484,2.5332183837890625,0.1171875,0.234375
8,1716802864.189698,1716802864.336687,1716802864.2930439,1716802864.321774,1716802864.190757,1716802864.29304,1716802864.321774,1716802864.336687,,,,,,,,,,1.0850334167480469,2.5332183837890625,0.1171875,0.234375
9,1716802864.336753,1716802864.4782588,1716802864.434871,1716802864.464114,1716802864.33778,1716802864.434867,1716802864.464114,1716802864.478258,,,,,,,,,,0.9826956987380981,2.5332183837890625,0.1171875,0.234375
10,1716802864.478313,1716802864.6435251,1716802864.5804632,1716802864.630707,1716802864.479274,1716802864.580459,1716802864.630707,1716802864.6435242,,,,,,,,,,1.3347738981246948,2.5332183837890625,0.1171875,0.234375
11,1716802864.6436422,1716802864.792187,1716802864.745007,1716802864.775548,1716802864.644717,1716802864.745004,1716802864.775548,1716802864.792186,,,,,,,,,,0.8934323191642761,2.5332183837890625,0.1171875,0.234375
12,1716802864.792448,1716802864.939235,1716802864.894933,1716802864.927166,1716802864.7936609,1716802864.89493,1716802864.927166,1716802864.939234,,,,,,,,,,1.580003023147583,2.5332183837890625,0.1171875,0.234375
13,1716802864.9393039,1716802865.08021,1716802865.036122,1716802865.066942,1716802864.940416,1716802865.036118,1716802865.066942,1716802865.0802088,,,,,,,,,,0.7909607887268066,2.5332183837890625,0.1171875,0.234375
14,1716802865.080318,1716802865.222315,1716802865.1784372,1716802865.210675,1716802865.0813398,1716802865.178433,1716802865.210675,1716802865.222314,,,,,,,,,,0.7490514516830444,2.5332183837890625,0.1171875,0.234375
15,1716802865.2223842,1716802865.363982,1716802865.319884,1716802865.351562,1716802865.223367,1716802865.31988,1716802865.351562,1716802865.36398,,,,,,,,,,1.1559669971466064,2.5332183837890625,0.1171875,0.234375
16,1716802865.364088,1716802865.5113442,1716802865.466463,1716802865.497771,1716802865.365083,1716802865.4664588,1716802865.497771,1716802865.5113442,,,,,,,,,,0.5675878524780273,2.5332183837890625,0.1171875,0.234375
17,1716802865.5114582,1716802865.652141,1716802865.6099782,1716802865.638613,1716802865.512479,1716802865.609975,1716802865.638613,1716802865.652139,,,,,,,,,,1.1043809652328491,2.5332183837890625,0.1171875,0.234375
18,1716802865.6522582,1716802865.796811,1716802865.753461,1716802865.783799,1716802865.65318,1716802865.753458,1716802865.783799,1716802865.79681,,,,,,,,,,0.8006763458251953,2.5332183837890625,0.1171875,0.234375
19,1716802865.796921,1716802865.946291,1716802865.897494,1716802865.9285262,1716802865.7980402,1716802865.8974888,1716802865.9285262,1716802865.94629,,,,,,,,,,0.865143358707428,2.5332183837890625,0.1171875,0.234375
20,1716802865.946358,1716802866.1346838,1716802866.079584,1716802866.119406,1716802865.947393,1716802866.0795782,1716802866.119406,1716802866.134683,,,,,,,,,,1.3734841346740723,2.5332183837890625,0.1171875,0.234375
21,1716802866.134764,1716802866.281632,1716802866.236452,1716802866.2675872,1716802866.135763,1716802866.236449,1716802866.2675872,1716802866.281632,,,,,,,,,,0.8381843566894531,2.5332183837890625,0.1171875,0.234375
22,1716802866.281717,1716802866.4216871,1716802866.381741,1716802866.409787,1716802866.282758,1716802866.381737,1716802866.409787,1716802866.421686,,,,,,,,,,0.8224035501480103,2.5332183837890625,0.1171875,0.234375
23,1716802866.4217532,1716802866.604747,1716802866.5556312,1716802866.5929332,1716802866.4227562,1716802866.555626,1716802866.592934,1716802866.604747,,,,,,,,,,1.0194344520568848,2.5332183837890625,0.1171875,0.234375
24,1716802866.604813,1716802866.7490408,1716802866.7051132,1716802866.7355928,1716802866.605834,1716802866.70511,1716802866.7355928,1716802866.7490392,,,,,,,,,,0.7693119049072266,2.5332183837890625,0.1171875,0.234375
25,1716802866.749287,1716802866.889119,1716802866.847729,1716802866.8778281,1716802866.751362,1716802866.8477252,1716802866.8778281,1716802866.889118,,,,,,,,,,0.5425829887390137,2.5332183837890625,0.1171875,0.234375
26,1716802866.8892019,1716802867.03325,1716802866.9908412,1716802867.019667,1716802866.8910851,1716802866.990838,1716802867.019667,1716802867.03325,,,,,,,,,,0.5137991309165955,2.5332183837890625,0.1171875,0.234375
