TimeSeries ID,instance/network/received_bytes_count.gce_instance.ALIGN_RATE.REDUCE_SUM.metric.type="compute.googleapis.com/instance/network/received_bytes_count" resource.type="gce_instance" resource.labels."instance_id"="987861714045355492" resource.labels."zone"="europe-west4-b" AND resource.labels."project_id"="ddls-owen-gombas".60s.project_id:ddls-owen-gombas.instance_name:instance-20240521-124408
instance_name,instance-20240521-124408
project_id,ddls-owen-gombas
Wed May 22 2024 18:17:00 GMT+0200 (Central European Summer Time),3871317.45
Wed May 22 2024 18:18:00 GMT+0200 (Central European Summer Time),498358.81666666665
Wed May 22 2024 18:19:00 GMT+0200 (Central European Summer Time),513363.8333333333
Wed May 22 2024 18:20:00 GMT+0200 (Central European Summer Time),513300.9666666667
Wed May 22 2024 18:21:00 GMT+0200 (Central European Summer Time),502663.48333333334
Wed May 22 2024 18:22:00 GMT+0200 (Central European Summer Time),473550.48333333334
Wed May 22 2024 18:23:00 GMT+0200 (Central European Summer Time),478241.3
Wed May 22 2024 18:24:00 GMT+0200 (Central European Summer Time),2704457.6
Wed May 22 2024 18:25:00 GMT+0200 (Central European Summer Time),5949566
Wed May 22 2024 18:26:00 GMT+0200 (Central European Summer Time),3817352.716666667
Wed May 22 2024 18:27:00 GMT+0200 (Central European Summer Time),513256.93333333335
Wed May 22 2024 18:28:00 GMT+0200 (Central European Summer Time),1821249.2
Wed May 22 2024 18:29:00 GMT+0200 (Central European Summer Time),5087459.666666667
Wed May 22 2024 18:30:00 GMT+0200 (Central European Summer Time),7125248.666666667
Wed May 22 2024 18:31:00 GMT+0200 (Central European Summer Time),6963317.45
Wed May 22 2024 18:32:00 GMT+0200 (Central European Summer Time),6874956.85
Wed May 22 2024 18:33:00 GMT+0200 (Central European Summer Time),7139812.733333333
Wed May 22 2024 18:34:00 GMT+0200 (Central European Summer Time),6947629.516666667
Wed May 22 2024 18:35:00 GMT+0200 (Central European Summer Time),6924625.333333333
Wed May 22 2024 18:36:00 GMT+0200 (Central European Summer Time),7141416.433333334
Wed May 22 2024 18:37:00 GMT+0200 (Central European Summer Time),6812165.65
Wed May 22 2024 18:38:00 GMT+0200 (Central European Summer Time),3968931.25
Wed May 22 2024 18:39:00 GMT+0200 (Central European Summer Time),505736.98333333334
Wed May 22 2024 18:40:00 GMT+0200 (Central European Summer Time),513377.23333333334
Wed May 22 2024 18:41:00 GMT+0200 (Central European Summer Time),497394.25
Wed May 22 2024 18:42:00 GMT+0200 (Central European Summer Time),471302.56666666665
Wed May 22 2024 18:43:00 GMT+0200 (Central European Summer Time),485928.75
Wed May 22 2024 18:44:00 GMT+0200 (Central European Summer Time),513807.4
Wed May 22 2024 18:45:00 GMT+0200 (Central European Summer Time),973227.1166666667
Wed May 22 2024 18:46:00 GMT+0200 (Central European Summer Time),4027044.25
Wed May 22 2024 18:47:00 GMT+0200 (Central European Summer Time),7430038.716666667
Wed May 22 2024 18:48:00 GMT+0200 (Central European Summer Time),6958466.233333333
Wed May 22 2024 18:49:00 GMT+0200 (Central European Summer Time),4901785.15
Wed May 22 2024 18:50:00 GMT+0200 (Central European Summer Time),4689791.983333333
Wed May 22 2024 18:51:00 GMT+0200 (Central European Summer Time),7210051.983333333
Wed May 22 2024 18:52:00 GMT+0200 (Central European Summer Time),7224671.55
Wed May 22 2024 18:53:00 GMT+0200 (Central European Summer Time),7043117.083333333
Wed May 22 2024 18:54:00 GMT+0200 (Central European Summer Time),6631841.5
Wed May 22 2024 18:55:00 GMT+0200 (Central European Summer Time),3905664.9
Wed May 22 2024 18:56:00 GMT+0200 (Central European Summer Time),1775848.8166666667
Wed May 22 2024 18:57:00 GMT+0200 (Central European Summer Time),5072614.433333334
Wed May 22 2024 18:58:00 GMT+0200 (Central European Summer Time),6963205.05
Wed May 22 2024 18:59:00 GMT+0200 (Central European Summer Time),6526677.45
Wed May 22 2024 19:00:00 GMT+0200 (Central European Summer Time),4378515.05
Wed May 22 2024 19:01:00 GMT+0200 (Central European Summer Time),3913845.8
Wed May 22 2024 19:02:00 GMT+0200 (Central European Summer Time),7050016.25
Wed May 22 2024 19:03:00 GMT+0200 (Central European Summer Time),4240617.683333334
Wed May 22 2024 19:04:00 GMT+0200 (Central European Summer Time),507984.38333333336
Wed May 22 2024 19:05:00 GMT+0200 (Central European Summer Time),482863.1
Wed May 22 2024 19:06:00 GMT+0200 (Central European Summer Time),473673.06666666665
Wed May 22 2024 19:07:00 GMT+0200 (Central European Summer Time),503392.31666666665
Wed May 22 2024 19:08:00 GMT+0200 (Central European Summer Time),513441.9166666667
Wed May 22 2024 19:09:00 GMT+0200 (Central European Summer Time),511387.4666666667
Wed May 22 2024 19:10:00 GMT+0200 (Central European Summer Time),494720.18333333335
Wed May 22 2024 19:11:00 GMT+0200 (Central European Summer Time),473090.9666666667
Wed May 22 2024 19:12:00 GMT+0200 (Central European Summer Time),488277.55
Wed May 22 2024 19:13:00 GMT+0200 (Central European Summer Time),654708.45
Wed May 22 2024 19:14:00 GMT+0200 (Central European Summer Time),3611752.9
Wed May 22 2024 19:15:00 GMT+0200 (Central European Summer Time),4440995.816666666
Wed May 22 2024 19:16:00 GMT+0200 (Central European Summer Time),51862.01666666667
Wed May 22 2024 19:17:00 GMT+0200 (Central European Summer Time),837.2333333333333
Wed May 22 2024 19:18:00 GMT+0200 (Central European Summer Time),832.6166666666667
